Date,Signal,Close
,,ADANIPOWER.NS
2021-01-20,0,55.54999923706055
2021-01-21,0,53.75
2021-01-22,0,52.849998474121094
2021-01-25,0,51.20000076293945
2021-01-27,0,49.599998474121094
2021-01-28,0,49.0
2021-01-29,0,51.29999923706055
2021-02-01,0,52.349998474121094
2021-02-02,0,52.5
2021-02-03,0,52.5
2021-02-04,0,53.25
2021-02-05,0,52.29999923706055
2021-02-08,0,53.04999923706055
2021-02-09,0,52.70000076293945
2021-02-10,0,52.099998474121094
2021-02-11,0,53.79999923706055
2021-02-12,0,57.25
2021-02-15,0,56.900001525878906
2021-02-16,0,55.20000076293945
2021-02-17,0,54.25
2021-02-18,0,55.70000076293945
2021-02-19,0,55.849998474121094
2021-02-22,0,55.5
2021-02-23,0,55.29999923706055
2021-02-24,0,55.25
2021-02-25,0,56.5
2021-02-26,0,55.20000076293945
2021-03-01,0,55.75
2021-03-02,0,61.29999923706055
2021-03-03,0,64.9000015258789
2021-03-04,0,71.3499984741211
2021-03-05,0,74.3499984741211
2021-03-08,0,78.05000305175781
2021-03-09,0,81.8499984741211
2021-03-10,0,77.80000305175781
2021-03-12,0,75.55000305175781
2021-03-15,0,79.30000305175781
2021-03-16,0,83.0999984741211
2021-03-17,0,87.19999694824219
2021-03-18,0,89.25
2021-03-19,0,92.19999694824219
2021-03-22,0,96.80000305175781
2021-03-23,0,101.5999984741211
2021-03-24,0,104.3499984741211
2021-03-25,0,99.1500015258789
2021-03-26,0,94.19999694824219
2021-03-30,0,89.5
2021-03-31,0,85.05000305175781
2021-04-01,0,89.30000305175781
2021-04-05,0,93.75
2021-04-06,0,98.4000015258789
2021-04-07,0,99.94999694824219
2021-04-08,0,97.4000015258789
2021-04-09,0,97.6500015258789
2021-04-12,0,92.80000305175781
2021-04-13,0,90.5999984741211
2021-04-15,0,90.75
2021-04-16,0,91.75
2021-04-19,0,87.44999694824219
2021-04-20,0,87.1500015258789
2021-04-22,0,87.19999694824219
2021-04-23,0,87.80000305175781
2021-04-26,0,87.75
2021-04-27,0,90.0
2021-04-28,0,94.5
2021-04-29,0,97.0
2021-04-30,0,94.75
2021-05-03,0,95.55000305175781
2021-05-04,0,95.69999694824219
2021-05-05,0,97.05000305175781
2021-05-06,0,96.8499984741211
2021-05-07,0,97.05000305175781
2021-05-10,0,98.5
2021-05-11,0,99.0
2021-05-12,0,97.44999694824219
2021-05-14,0,95.80000305175781
2021-05-17,0,97.05000305175781
2021-05-18,0,101.9000015258789
2021-05-19,0,102.4000015258789
2021-05-20,0,100.0999984741211
2021-05-21,0,101.0999984741211
2021-05-24,0,101.05000305175781
2021-05-25,0,100.4000015258789
2021-05-26,0,99.25
2021-05-27,0,95.1500015258789
2021-05-28,0,91.94999694824219
2021-05-31,0,92.5
2021-06-01,0,95.3499984741211
2021-06-02,0,96.4000015258789
2021-06-03,0,100.75
2021-06-04,0,105.75
2021-06-07,0,126.9000015258789
2021-06-08,0,151.75
2021-06-09,0,152.35000610351562
2021-06-10,0,154.10000610351562
2021-06-11,0,148.3000030517578
2021-06-14,0,140.89999389648438
2021-06-15,0,133.89999389648438
2021-06-16,0,127.25
2021-06-17,0,120.9000015258789
2021-06-18,0,114.9000015258789
2021-06-21,0,120.5999984741211
2021-06-22,0,126.5999984741211
2021-06-23,0,125.94999694824219
2021-06-24,0,119.69999694824219
2021-06-25,0,116.75
2021-06-28,1,118.19999694824219
2021-06-29,0,116.30000305175781
2021-06-30,0,113.44999694824219
2021-07-01,0,107.80000305175781
2021-07-02,0,109.4000015258789
2021-07-05,0,106.80000305175781
2021-07-06,0,111.9000015258789
2021-07-07,0,109.80000305175781
2021-07-08,0,108.75
2021-07-09,0,109.55000305175781
2021-07-12,0,108.19999694824219
2021-07-13,0,106.75
2021-07-14,0,105.05000305175781
2021-07-15,1,104.0999984741211
2021-07-16,0,105.6500015258789
2021-07-19,0,102.1500015258789
2021-07-20,0,97.05000305175781
2021-07-22,0,101.80000305175781
2021-07-23,0,100.44999694824219
2021-07-26,0,97.94999694824219
2021-07-27,0,94.75
2021-07-28,0,97.05000305175781
2021-07-29,0,95.4000015258789
2021-07-30,0,95.8499984741211
2021-08-02,0,92.8499984741211
2021-08-03,1,91.8499984741211
2021-08-04,0,90.25
2021-08-05,0,88.1500015258789
2021-08-06,0,92.55000305175781
2021-08-09,0,90.3499984741211
2021-08-10,0,85.8499984741211
2021-08-11,0,83.4000015258789
2021-08-12,0,85.0
2021-08-13,0,84.94999694824219
2021-08-16,0,83.05000305175781
2021-08-17,0,79.94999694824219
2021-08-18,1,77.30000305175781
2021-08-20,0,77.44999694824219
2021-08-23,0,73.5999984741211
2021-08-24,0,77.25
2021-08-25,0,81.0999984741211
2021-08-26,0,85.1500015258789
2021-08-27,0,89.4000015258789
2021-08-30,0,93.8499984741211
2021-08-31,0,98.5
2021-09-01,0,103.4000015258789
2021-09-02,0,108.55000305175781
2021-09-03,0,103.1500015258789
2021-09-06,0,98.0
2021-09-07,0,93.0999984741211
2021-09-08,0,97.75
2021-09-09,0,102.55000305175781
2021-09-13,0,100.55000305175781
2021-09-14,0,99.19999694824219
2021-09-15,0,99.5
2021-09-16,0,98.55000305175781
2021-09-17,0,100.44999694824219
2021-09-20,0,95.44999694824219
2021-09-21,0,94.55000305175781
2021-09-22,0,95.9000015258789
2021-09-23,0,97.05000305175781
2021-09-24,0,95.8499984741211
2021-09-27,0,97.0
2021-09-28,0,96.0
2021-09-29,0,98.30000305175781
2021-09-30,0,97.0999984741211
2021-10-01,0,96.94999694824219
2021-10-04,0,101.75
2021-10-05,0,106.5
2021-10-06,0,101.55000305175781
2021-10-07,0,101.94999694824219
2021-10-08,0,101.5999984741211
2021-10-11,0,101.8499984741211
2021-10-12,0,101.6500015258789
2021-10-13,0,106.69999694824219
2021-10-14,0,112.0
2021-10-18,0,123.19999694824219
2021-10-19,0,124.8499984741211
2021-10-20,0,120.9000015258789
2021-10-21,0,123.19999694824219
2021-10-22,0,117.05000305175781
2021-10-25,0,111.19999694824219
2021-10-26,0,112.19999694824219
2021-10-27,0,108.75
2021-10-28,0,103.44999694824219
2021-10-29,0,100.5
2021-11-01,0,102.8499984741211
2021-11-02,0,104.0999984741211
2021-11-03,0,103.25
2021-11-04,0,105.4000015258789
2021-11-08,1,104.5
2021-11-09,0,109.69999694824219
2021-11-10,0,110.1500015258789
2021-11-11,0,108.0999984741211
2021-11-12,0,108.44999694824219
2021-11-15,0,107.1500015258789
2021-11-16,0,106.75
2021-11-17,0,104.30000305175781
2021-11-18,0,102.9000015258789
2021-11-22,0,100.94999694824219
2021-11-23,0,105.94999694824219
2021-11-24,0,105.9000015258789
2021-11-25,0,105.05000305175781
2021-11-26,0,101.25
2021-11-29,0,98.4000015258789
2021-11-30,1,99.3499984741211
2021-12-01,0,101.25
2021-12-02,0,101.75
2021-12-03,0,100.80000305175781
2021-12-06,0,99.5
2021-12-07,0,100.3499984741211
2021-12-08,0,103.94999694824219
2021-12-09,0,103.55000305175781
2021-12-10,0,104.05000305175781
2021-12-13,0,103.75
2021-12-14,0,103.3499984741211
2021-12-15,0,102.19999694824219
2021-12-16,0,101.30000305175781
2021-12-17,0,100.0999984741211
2021-12-20,0,97.0999984741211
2021-12-21,0,98.8499984741211
2021-12-22,0,99.6500015258789
2021-12-23,0,99.30000305175781
2021-12-24,0,98.6500015258789
2021-12-27,0,99.44999694824219
2021-12-28,0,101.0
2021-12-29,0,99.8499984741211
2021-12-30,0,99.44999694824219
2021-12-31,0,99.69999694824219
2022-01-03,0,101.30000305175781
2022-01-04,0,100.55000305175781
2022-01-05,0,99.8499984741211
2022-01-06,0,99.8499984741211
2022-01-07,0,100.19999694824219
2022-01-10,0,108.69999694824219
2022-01-11,0,108.55000305175781
2022-01-12,0,119.4000015258789
2022-01-13,0,116.44999694824219
2022-01-14,0,117.1500015258789
2022-01-17,0,116.05000305175781
2022-01-18,0,109.75
2022-01-19,0,113.9000015258789
2022-01-20,0,113.75
2022-01-21,0,109.94999694824219
2022-01-24,0,102.80000305175781
2022-01-25,0,107.1500015258789
2022-01-27,0,105.6500015258789
2022-01-28,0,105.75
2022-01-31,0,106.25
2022-02-01,0,108.0
2022-02-02,0,108.3499984741211
2022-02-03,0,107.5999984741211
2022-02-04,0,108.55000305175781
2022-02-07,0,111.69999694824219
2022-02-08,0,108.1500015258789
2022-02-09,0,107.5999984741211
2022-02-10,0,122.75
2022-02-11,0,125.0
2022-02-14,0,113.3499984741211
2022-02-15,0,117.94999694824219
2022-02-16,0,126.75
2022-02-17,0,132.0
2022-02-18,0,131.60000610351562
2022-02-21,0,120.1500015258789
2022-02-22,0,120.55000305175781
2022-02-23,0,125.55000305175781
2022-02-24,0,111.1500015258789
2022-02-25,0,124.05000305175781
2022-02-28,0,123.75
2022-03-02,0,123.0999984741211
2022-03-03,0,122.69999694824219
2022-03-04,0,119.75
2022-03-07,0,116.44999694824219
2022-03-08,0,118.69999694824219
2022-03-09,0,121.30000305175781
2022-03-10,0,122.5
2022-03-11,0,121.80000305175781
2022-03-14,0,122.1500015258789
2022-03-15,0,122.30000305175781
2022-03-16,0,122.9000015258789
2022-03-17,0,125.0999984741211
2022-03-21,0,124.55000305175781
2022-03-22,0,123.75
2022-03-23,0,130.1999969482422
2022-03-24,0,132.14999389648438
2022-03-25,0,143.1999969482422
2022-03-28,0,152.25
2022-03-29,0,173.5500030517578
2022-03-30,0,171.5
2022-03-31,0,185.10000610351562
2022-04-01,0,203.4499969482422
2022-04-04,0,211.9499969482422
2022-04-05,0,233.10000610351562
2022-04-06,0,244.75
2022-04-07,0,232.5500030517578
2022-04-08,0,220.9499969482422
2022-04-11,0,231.60000610351562
2022-04-12,0,230.8000030517578
2022-04-13,0,223.25
2022-04-18,0,234.39999389648438
2022-04-19,0,232.4499969482422
2022-04-20,0,235.0500030517578
2022-04-21,0,246.8000030517578
2022-04-22,0,259.1000061035156
2022-04-25,0,272.04998779296875
2022-04-26,0,285.6499938964844
2022-04-27,0,299.20001220703125
2022-04-28,0,284.25
2022-04-29,0,280.3500061035156
2022-05-02,0,280.3500061035156
2022-05-04,0,266.3500061035156
2022-05-05,0,278.1499938964844
2022-05-06,0,292.04998779296875
2022-05-09,0,281.6000061035156
2022-05-10,0,267.54998779296875
2022-05-11,0,255.3000030517578
2022-05-12,0,242.5500030517578
2022-05-13,0,254.64999389648438
2022-05-16,0,267.3500061035156
2022-05-17,0,280.70001220703125
2022-05-18,0,294.70001220703125
2022-05-19,0,297.3999938964844
2022-05-20,0,312.25
2022-05-23,0,327.8500061035156
2022-05-24,0,311.5
2022-05-25,0,299.3500061035156
2022-05-26,0,314.29998779296875
2022-05-27,0,328.1000061035156
2022-05-30,0,340.25
2022-05-31,0,323.25
2022-06-01,0,307.1000061035156
2022-06-02,0,295.3500061035156
2022-06-03,0,284.1000061035156
2022-06-06,0,298.29998779296875
2022-06-07,0,291.3999938964844
2022-06-08,0,284.5
2022-06-09,0,287.75
2022-06-10,0,280.1000061035156
2022-06-13,0,266.20001220703125
2022-06-14,0,266.6499938964844
2022-06-15,0,272.04998779296875
2022-06-16,1,259.29998779296875
2022-06-17,0,261.29998779296875
2022-06-20,0,248.25
2022-06-21,0,254.0500030517578
2022-06-22,0,247.3000030517578
2022-06-23,0,252.60000610351562
2022-06-24,0,264.45001220703125
2022-06-27,0,272.8999938964844
2022-06-28,0,270.25
2022-06-29,0,270.04998779296875
2022-06-30,0,262.8500061035156
2022-07-01,0,263.25
2022-07-04,0,261.70001220703125
2022-07-05,0,262.75
2022-07-06,0,262.70001220703125
2022-07-07,0,275.6000061035156
2022-07-08,0,271.54998779296875
2022-07-11,0,285.1000061035156
2022-07-12,0,292.75
2022-07-13,0,286.6499938964844
2022-07-14,0,283.70001220703125
2022-07-15,0,286.75
2022-07-18,0,289.8500061035156
2022-07-19,0,293.3500061035156
2022-07-20,0,289.8999938964844
2022-07-21,0,294.0
2022-07-22,0,291.29998779296875
2022-07-25,0,291.70001220703125
2022-07-26,0,297.70001220703125
2022-07-27,0,312.45001220703125
2022-07-28,0,321.95001220703125
2022-07-29,0,313.95001220703125
2022-08-01,0,321.8500061035156
2022-08-02,0,328.54998779296875
2022-08-03,0,339.6000061035156
2022-08-04,0,347.25
2022-08-05,0,332.04998779296875
2022-08-08,0,328.6000061035156
2022-08-10,0,339.75
2022-08-11,0,342.3999938964844
2022-08-12,0,345.1499938964844
2022-08-16,0,362.3500061035156
2022-08-17,0,380.45001220703125
2022-08-18,0,399.45001220703125
2022-08-19,0,411.95001220703125
2022-08-22,0,432.5
2022-08-23,0,410.8999938964844
2022-08-24,0,390.3999938964844
2022-08-25,0,393.5
2022-08-26,0,375.5
2022-08-29,0,394.25
2022-08-30,0,413.95001220703125
2022-09-01,0,408.5
2022-09-02,0,401.25
2022-09-05,0,389.8500061035156
2022-09-06,0,407.75
2022-09-07,0,406.29998779296875
2022-09-08,0,401.8999938964844
2022-09-09,0,397.0
2022-09-12,0,397.6000061035156
2022-09-13,0,393.6000061035156
2022-09-14,0,384.54998779296875
2022-09-15,0,399.20001220703125
2022-09-16,0,387.75
2022-09-19,0,391.8500061035156
2022-09-20,0,398.25
2022-09-21,0,390.5
2022-09-22,0,396.25
2022-09-23,0,385.6000061035156
2022-09-26,0,366.5
2022-09-27,0,372.54998779296875
2022-09-28,0,367.75
2022-09-29,0,369.45001220703125
2022-09-30,0,373.5
2022-10-03,0,354.8500061035156
2022-10-04,0,352.5
2022-10-06,0,370.1000061035156
2022-10-07,0,372.8500061035156
2022-10-10,0,365.3500061035156
2022-10-11,0,356.8500061035156
2022-10-12,0,356.79998779296875
2022-10-13,1,346.8500061035156
2022-10-14,0,331.25
2022-10-17,0,340.6499938964844
2022-10-18,0,345.6000061035156
2022-10-19,0,333.6000061035156
2022-10-20,0,338.45001220703125
2022-10-21,0,332.20001220703125
2022-10-24,0,335.54998779296875
2022-10-25,0,332.3500061035156
2022-10-27,0,337.3999938964844
2022-10-28,0,333.29998779296875
2022-10-31,0,334.8999938964844
2022-11-01,0,348.8999938964844
2022-11-02,0,343.1499938964844
2022-11-03,0,336.75
2022-11-04,0,346.8500061035156
2022-11-07,0,348.6000061035156
2022-11-09,0,365.79998779296875
2022-11-10,0,371.3999938964844
2022-11-11,0,360.20001220703125
2022-11-14,0,359.79998779296875
2022-11-15,0,357.04998779296875
2022-11-16,0,345.1499938964844
2022-11-17,0,336.0
2022-11-18,0,336.5
2022-11-21,0,331.20001220703125
2022-11-22,0,328.5
2022-11-23,0,325.95001220703125
2022-11-24,0,324.95001220703125
2022-11-25,0,323.95001220703125
2022-11-28,0,328.25
2022-11-29,1,324.70001220703125
2022-11-30,0,332.75
2022-12-01,0,330.3999938964844
2022-12-02,0,325.29998779296875
2022-12-05,0,323.04998779296875
2022-12-06,0,324.79998779296875
2022-12-07,0,324.45001220703125
2022-12-08,0,323.75
2022-12-09,0,316.04998779296875
2022-12-12,0,310.20001220703125
2022-12-13,0,323.0
2022-12-14,0,319.3500061035156
2022-12-15,0,315.45001220703125
2022-12-16,0,307.8999938964844
2022-12-19,0,305.79998779296875
2022-12-20,0,305.75
2022-12-21,0,290.5
2022-12-22,1,276.0
2022-12-23,0,262.20001220703125
2022-12-26,0,275.29998779296875
2022-12-27,0,289.04998779296875
2022-12-28,0,303.5
2022-12-29,0,304.5
2022-12-30,0,299.54998779296875
2023-01-02,0,298.1499938964844
2023-01-03,0,294.75
2023-01-04,0,286.6000061035156
2023-01-05,0,288.75
2023-01-06,0,283.3999938964844
2023-01-09,0,287.70001220703125
2023-01-10,0,279.20001220703125
2023-01-11,0,276.20001220703125
2023-01-12,0,273.6499938964844
2023-01-13,0,278.70001220703125
2023-01-16,0,272.95001220703125
2023-01-17,0,281.95001220703125
2023-01-18,0,278.70001220703125
2023-01-19,0,277.54998779296875
2023-01-20,0,275.04998779296875
2023-01-23,0,273.20001220703125
2023-01-24,0,274.6499938964844
2023-01-25,1,261.0
2023-01-27,0,247.9499969482422
2023-01-30,0,235.5500030517578
2023-01-31,0,223.8000030517578
2023-02-01,1,212.64999389648438
2023-02-02,0,202.0500030517578
2023-02-03,0,191.9499969482422
2023-02-06,0,182.35000610351562
2023-02-07,1,173.25
2023-02-08,0,181.89999389648438
2023-02-09,0,172.8000030517578
2023-02-10,0,164.1999969482422
2023-02-13,0,156.0
2023-02-14,0,148.1999969482422
2023-02-15,1,140.8000030517578
2023-02-16,0,147.8000030517578
2023-02-17,0,155.14999389648438
2023-02-20,0,162.89999389648438
2023-02-21,0,171.0
2023-02-22,0,162.4499969482422
2023-02-23,0,154.35000610351562
2023-02-24,0,146.64999389648438
2023-02-27,0,139.35000610351562
2023-02-28,0,146.3000030517578
2023-03-01,0,153.60000610351562
2023-03-02,0,161.25
2023-03-03,0,169.3000030517578
2023-03-06,0,177.75
2023-03-08,0,186.60000610351562
2023-03-09,0,195.89999389648438
2023-03-10,0,204.89999389648438
2023-03-13,0,215.10000610351562
2023-03-14,0,204.35000610351562
2023-03-15,0,201.8000030517578
2023-03-16,0,198.6999969482422
2023-03-17,0,199.9499969482422
2023-03-20,0,190.1999969482422
2023-03-21,0,199.6999969482422
2023-03-22,0,204.0500030517578
2023-03-23,0,201.39999389648438
2023-03-24,0,192.60000610351562
2023-03-27,0,183.0
2023-03-28,0,173.85000610351562
2023-03-29,0,182.5
2023-03-31,0,191.60000610351562
2023-04-03,0,190.5500030517578
2023-04-05,0,190.10000610351562
2023-04-06,0,192.1999969482422
2023-04-10,0,194.0
2023-04-11,0,194.0
2023-04-12,0,192.4499969482422
2023-04-13,0,189.14999389648438
2023-04-17,0,189.4499969482422
2023-04-18,0,188.35000610351562
2023-04-19,0,187.3000030517578
2023-04-20,0,195.8000030517578
2023-04-21,0,199.25
2023-04-24,0,201.39999389648438
2023-04-25,0,205.64999389648438
2023-04-26,0,211.35000610351562
2023-04-27,0,214.14999389648438
2023-04-28,0,224.85000610351562
2023-05-02,0,235.9499969482422
2023-05-03,0,231.64999389648438
2023-05-04,0,238.14999389648438
2023-05-05,0,239.85000610351562
2023-05-08,0,238.6999969482422
2023-05-09,0,240.3000030517578
2023-05-10,0,238.1999969482422
2023-05-11,0,242.64999389648438
2023-05-12,0,240.85000610351562
2023-05-15,0,235.85000610351562
2023-05-16,0,236.1999969482422
2023-05-17,0,234.35000610351562
2023-05-18,0,225.0500030517578
2023-05-19,0,236.10000610351562
2023-05-22,0,247.89999389648438
2023-05-23,0,260.25
2023-05-24,0,256.04998779296875
2023-05-25,0,259.1499938964844
2023-05-26,0,258.04998779296875
2023-05-29,0,256.3999938964844
2023-05-30,0,251.10000610351562
2023-05-31,0,249.64999389648438
2023-06-01,0,254.14999389648438
2023-06-02,0,255.64999389648438
2023-06-05,0,259.45001220703125
2023-06-06,0,263.0
2023-06-07,0,274.8500061035156
2023-06-08,0,279.1499938964844
2023-06-09,0,276.20001220703125
2023-06-12,0,271.54998779296875
2023-06-13,0,267.79998779296875
2023-06-14,0,265.25
2023-06-15,0,269.25
2023-06-16,0,266.1000061035156
2023-06-19,0,263.6499938964844
2023-06-20,0,261.70001220703125
2023-06-21,0,260.6499938964844
2023-06-22,0,256.6000061035156
2023-06-23,0,242.39999389648438
